ADI,Data de julgamento,Unanimidade,Informacoes,Vencedores,Vencidos,Tipo,Pleito Analisado,NUNES MARQUES,ANDRÉ MENDONÇA,ALEXANDRE DE MORAES,DIAS TOFFOLI,ROBERTO BARROSO,EDSON FACHIN,GILMAR MENDES,CÁRMEN LÚCIA,LUIZ FUX,RICARDO LEWANDOWSKI,ROSA WEBER,MARCO AURÉLIO,CELSO DE MELLO,TEORI ZAVASCKI,JOAQUIM BARBOSA,AYRES BRITTO,CEZAR PELUSO,ELLEN GRACIE,EROS GRAU,MENEZES DIREITO,SEPÚLVEDA PERTENCE,NELSON JOBIM,CARLOS VELLOSO,MAURÍCIO CORRÊA,NÉRI DA SILVEIRA
ADI 5696,2019-10-25,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA EMENDA CONSTITUCIONAL 44/2000 DO ESTADO DE MINAS GERAIS, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 18.10.2019 A 24.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3936,2019-10-25,Não,0,8,3,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU PREJUDICADA A AÇÃO DIRETA QUANTO AOS INCISOS XXXII E XXXIII E AOS §§ 36, 37 E 38 DO ART. 50 DO DECRETO Nº 5.141/2001, INCLUÍDOS PELO DECRETO Nº 986, DE 22 DE JUNHO DE 2007, PELA SUA REVOGAÇÃO SUPERVENIENTE, E, NO MÉRITO, JULGOU PARCIALMENTE PROCEDENTE O PEDIDO FORMULADO PARA DECLARAR A INCONSTITUCIONALIDADE, COM EFEITOS EX TUNC, DO ARTIGO 2º DA LEI Nº 10.689, DE 23 DE DEZEMBRO DE 1993, DO ESTADO DO PARANÁ, NOS TERMOS DO VOTO DA RELATORA, VENCIDOS OS MINISTROS GILMAR MENDES, DIAS TOFFOLI (PRESIDENTE) E ROBERTO BARROSO, QUE DIVERGIRAM DA RELATORA TÃO SOMENTE PARA CONFERIR À DECISÃO EFEITOS EX NUNC, A PARTIR DA DATA DO DEFERIMENTO DA MEDIDA CAUTELAR ORA CONFIRMADA. PLENÁRIO, SESSÃO VIRTUAL DE 18.10.2019 A 24.10.2019.",0,0,1,-1,-1,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4658,2019-10-25,Não,0,10,1,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE FORMAL DO ART. 34, VII, DA LEI Nº 15.608/2007 DO ESTADO DO PARANÁ, COM MODULAÇÃO DE EFEITOS, A FIM DE PRESERVAR A EFICÁCIA DAS LICITAÇÕES EVENTUALMENTE JÁ FINALIZADAS COM BASE NO DISPOSITIVO CUJA VALIDADE SE NEGA, ATÉ A DATA DESTE JULGAMENTO, NOS TERMOS DO VOTO DO RELATOR, VENCIDO PARCIALMENTE O MINISTRO MARCO AURÉLIO, QUE NÃO MODULAVA OS EFEITOS DA DECISÃO. PLENÁRIO, SESSÃO VIRTUAL DE 18.10.2019 A 24.10.2019.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5949,2019-10-25,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONVERTEU O JULGAMENTO DA MEDIDA CAUTELAR EM JULGAMENTO DEFINITIVO DE MÉRITO PARA JULGAR PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA E DECLARAR A INCONSTITUCIONALIDADE DA LEI Nº 7.917, DE 16.3.2018, DO ESTADO DO RIO DE JANEIRO, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 18.10.2019 A 24.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4170,2019-10-25,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU EXTINTA A AÇÃO DIRETA SEM RESOLUÇÃO DO MÉRITO, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 18.10.2019 A 24.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4141,2019-10-25,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA EXPRESSÃO ""E OS AGENTES PÚBLICOS A ELES EQUIPARADOS"", INSCRITA NO ART. 77, INC. X, “A”, DA CONSTITUIÇÃO DO ESTADO DE RORAIMA, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 18.10.2019 A 24.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 2811,2019-10-25,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PARCIALMENTE PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE, COM EFEITOS EX TUNC, DOS ARTS. 4º E 6º; DO PARÁGRAFO ÚNICO DO ART. 10; E DOS ARTS. 11, 12, 13, 14, 15, 17, 18, 19, 20 E 21; BEM COMO DAR INTERPRETAÇÃO CONFORME AO ART. 16, PARA EXCLUIR DO SEU ALCANCE O ICMS; TODOS DA LEI Nº 11.829, DE 5 DE SETEMBRO DE 2002, DO ESTADO DO RIO GRANDE DO SUL, PREJUDICADO O PEDIDO LIMINAR, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 18.10.2019 A 24.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4406,2019-10-18,Não,0,10,1,Principal,"O TRIBUNAL, POR MAIORIA, CONHECEU DA AÇÃO DIRETA E JULGOU IMPROCEDENTE O PEDIDO FORMULADO, NOS TERMOS DO VOTO DA RELATORA, VENCIDO O MINISTRO EDSON FACHIN, QUE JULGAVA PROCEDENTE O PEDIDO. PLENÁRIO, SESSÃO VIRTUAL DE 11.10.2019 A 17.10.2019.",0,0,1,1,1,-1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3191,2019-10-18,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU PARCIALMENTE DA AÇÃO DIRETA E, NESSA PARTE, JULGOU PROCEDENTE O PEDIDO PARA DECLARAR A INCONSTITUCIONALIDADE DO INCISO XIV DO ART. 138 DA CONSTITUIÇÃO DO ESTADO DA BAHIA E DO ART. 91, CAPUT E §§ 1º E 2º, DA LEI COMPLEMENTAR 11/1996 DO MESMO ESTADO, NOS TERMOS DO VOTO DO RELATOR. O MINISTRO ALEXANDRE DE MORAES ACOMPANHOU O RELATOR COM RESSALVAS. PLENÁRIO, SESSÃO VIRTUAL DE 11.10.2019 A 17.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5346,2019-10-18,Não,0,8,3,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA EXPRESSÃO ""DE FORMA VITALÍCIA"" DO ART. 1º DA LEI Nº 13.219/2014 DO ESTADO DA BAHIA, CONFERINDO INTERPRETAÇÃO CONFORME AO TEXTO REMANESCENTE, PELA QUAL A PRESTAÇÃO DOS SERVIÇOS DE SEGURANÇA E MOTORISTA FICA LIMITADA AO FINAL DO MANDATO SUBSEQUENTE, ENQUANTO NÃO REGULAMENTADA A NORMA, NOS TERMOS DO VOTO DO RELATOR, VENCIDOS OS MINISTROS EDSON FACHIN, MARCO AURÉLIO E ROSA WEBER, QUE DECLARAVAM A INCONSTITUCIONALIDADE TOTAL DO ART. 1º DA LEI Nº 13.219/2014 DO ESTADO DA BAHIA. O MINISTRO GILMAR MENDES ACOMPANHOU O RELATOR COM RESSALVAS. PLENÁRIO, SESSÃO VIRTUAL DE 11.10.2019 A 17.10.2019.",0,0,1,1,1,-1,1,1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5752,2019-10-18,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU DA AÇÃO DIRETA E JULGOU IMPROCEDENTE O PEDIDO FORMULADO, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 11.10.2019 A 17.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5211,2019-10-18,Não,0,10,1,Principal,"O TRIBUNAL, POR MAIORIA, CONFIRMOU A MEDIDA CAUTELAR DEFERIDA PELO MINISTRO RICARDO LEWANDOWSKI E JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA EMENDA CONSTITUCIONAL 35/2014 DO ESTADO DA PARAÍBA, QUE DEU NOVA REDAÇÃO AO CAPUT DO ART. 138 DA CONSTITUIÇÃO DAQUELA UNIDADE FEDERATIVA, NOS TERMOS DO VOTO DO RELATOR, VENCIDO O MINISTRO CELSO DE MELLO. PLENÁRIO, SESSÃO VIRTUAL DE 11.10.2019 A 17.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4134,2019-10-18,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE A AÇÃO, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 11.10.2019 A 17.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4317,2019-10-18,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PARCIALMENTE PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA CONFERIR INTERPRETAÇÃO CONFORME A CONSTITUIÇÃO AO ART. 8º, § 2º, DA LEI Nº 16.023, DE 19.12.2008, DO ESTADO DO PARANÁ, ESCLARECENDO QUE, HAVENDO MAIS DE UM INTERESSADO POR VAGA, A DESIGNAÇÃO DOS TÉCNICOS JUDICIÁRIOS INCUMBIDOS DAS FUNÇÕES DE OFICIAL DE JUSTIÇA DEVE SER PRECEDIDA DE UM PROCESSO OBJETIVO E PREVIAMENTE DEFINIDO DE ESCOLHA, NOS TERMOS DO VOTO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 11.10.2019 A 17.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 2080,2019-10-18,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE A AÇÃO, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 11.10.2019 A 17.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 2151,2019-10-18,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU PARCIALMENTE DA AÇÃO DIRETA E, NESSA PARTE, JULGOU PROCEDENTE O PEDIDO FORMULADO PARA DECLARAR A INCONSTITUCIONALIDADE DO § 2° DO ART. 8° DA LEI Nº 12.919/1998 DO ESTADO DE MINAS GERAIS, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 11.10.2019 A 17.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5560,2019-10-18,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE A AÇÃO, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 11.10.2019 A 17.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4974,2019-10-18,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU DA AÇÃO DIRETA E JULGOU IMPROCEDENTE O PEDIDO FORMULADO, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 11.10.2019 A 17.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3297,2019-10-11,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU DA AÇÃO DIRETA E JULGOU IMPROCEDENTE O PEDIDO, RECONHECENDO A CONSTITUCIONALIDADE DO ART. 1º DA EMENDA CONSTITUCIONAL 41/2003, NA PARTE QUE DEU NOVA REDAÇÃO AO PARÁGRAFO 15 E NA QUE INCLUIU O PARÁGRAFO 20 AO ART. 40 DA CONSTITUIÇÃO FEDERAL, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 4.10.2019 A 10.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 2095,2019-10-11,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTES OS PEDIDOS FORMULADOS NA AÇÃO DIRETA, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 4.10.2019 A 10.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5792,2019-10-11,Não,0,9,2,Principal,"O TRIBUNAL, POR MAIORIA, CONHECEU DA AÇÃO DIRETA E JULGOU PROCEDENTE O PEDIDO FORMULADO PARA DECLARAR A INCONSTITUCIONALIDADE FORMAL E MATERIAL DA LEI Nº 5.853/2017 DO DISTRITO FEDERAL, NOS TERMOS DO VOTO DO RELATOR, VENCIDOS OS MINISTROS EDSON FACHIN E MARCO AURÉLIO. PLENÁRIO, SESSÃO VIRTUAL DE 4.10.2019 A 10.10.2019.",0,0,1,1,1,-1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3623,2019-10-11,Não,0,9,2,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA LEI DISTRITAL 3.335/2004, NOS TERMOS DO VOTO DO RELATOR, VENCIDOS OS MINISTROS EDSON FACHIN E MARCO AURÉLIO. PLENÁRIO, SESSÃO VIRTUAL DE 4.10.2019 A 10.10.2019.",0,0,1,1,1,-1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3886,2019-10-11,Não,0,7,4,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU IMPROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE, NOS TERMOS DO VOTO DO RELATOR, VENCIDOS OS MINISTROS DIAS TOFFOLI (PRESIDENTE), ROSA WEBER E GILMAR MENDES, QUE JULGAVAM PARCIALMENTE PROCEDENTE A AÇÃO, E O MINISTRO MARCO AURÉLIO, QUE JULGAVA PROCEDENTE O PEDIDO. PLENÁRIO, SESSÃO VIRTUAL DE 4.10.2019 A 10.10.2019.",0,0,1,-1,1,1,-1,1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5857,2019-10-11,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PARCIALMENTE PREJUDICADA A AÇÃO E, NA PARTE REMANESCENTE, IMPROCEDENTE O PEDIDO, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 4.10.2019 A 10.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5139,2019-10-11,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PARCIALMENTE PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA CONFERIR INTERPRETAÇÃO CONFORME À CONSTITUIÇÃO DA REPÚBLICA AO PARÁGRAFO ÚNICO DO ART. 2º DA LEI DO ESTADO DE ALAGOAS Nº 7.508/2013, PARA QUE SE ENTENDA QUE A EXPRESSÃO ""NÚMERO DE ALUNOS REGULARMENTE MATRICULADOS EM CADA SALA"" SE REFERE À QUANTIDADE DE ALUNOS COM DEFICIÊNCIA FÍSICA OU MOBILIDADE REDUZIDA REGULARMENTE MATRICULADOS EM CADA SALA, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 4.10.2019 A 10.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 2908,2019-10-11,Não,0,10,1,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU PARCIALMENTE PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DO INCISO II DO ART. 1º DA LEI SERGIPANA Nº 4.184/1999, NOS TERMOS DO VOTO DA RELATORA, VENCIDO O MINISTRO DIAS TOFFOLI (PRESIDENTE). PLENÁRIO, SESSÃO VIRTUAL DE 4.10.2019 A 10.10.2019.",0,0,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3217,2019-10-11,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DO § 16 DO ART. 171 DA CONSTITUIÇÃO DO ESTADO DE PERNAMBUCO, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 4.10.2019 A 10.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 2333,2019-10-10,Sim,0,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, NOS TERMOS DO VOTO DO RELATOR. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CÁRMEN LÚCIA E LUIZ FUX. PRESIDÊNCIA DO MINISTRO DIAS TOFFOLI. PLENÁRIO, 10.10.2019.",0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3631,2019-10-10,Sim,0,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA EXPRESSÃO “E A SEGURADORA” PRESENTE NO INCISO XI DO § 1º DO ARTIGO 15 DA LEI ESTADUAL Nº 2.657/96, DO RIO DE JANEIRO, NOS TERMOS DO VOTO DO RELATOR. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CÁRMEN LÚCIA E LUIZ FUX. PRESIDÊNCIA DO MINISTRO DIAS TOFFOLI. PLENÁRIO, 10.10.2019.",0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3534,2019-10-10,Sim,0,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, NOS TERMOS DO VOTO DO RELATOR. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CÁRMEN LÚCIA E LUIZ FUX. PRESIDÊNCIA DO MINISTRO DIAS TOFFOLI. PLENÁRIO, 10.10.2019.",0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3658,2019-10-10,Sim,0,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA EXPRESSÃO “NO CASO DE IMPOSSIBILIDADE DA DEFENSORIA PÚBLICA NO LOCAL DA PRESTAÇÃO DO SERVIÇO” CONTIDA NO INCISO VII DO ARTIGO 10 DA LEI Nº 12.381, DE 9 DE DEZEMBRO DE 1994, QUE INSTITUIU O REGIME DE CUSTAS DO ESTADO DO CEARÁ, NOS TERMOS DO VOTO DO RELATOR. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CÁRMEN LÚCIA E LUIZ FUX. PRESIDÊNCIA DO MINISTRO DIAS TOFFOLI. PLENÁRIO, 10.10.2019.",0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4975,2019-10-10,Sim,0,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, NOS TERMOS DO VOTO DO RELATOR. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CÁRMEN LÚCIA E LUIZ FUX. PRESIDÊNCIA DO MINISTRO DIAS TOFFOLI. PLENÁRIO, 10.10.2019.",0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 2367,2019-10-10,Sim,0,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA LEI Nº 10.545, DE 27 DE ABRIL DE 2000, QUE TEVE A EFICÁCIA SUSPENSA MEDIANTE ACÓRDÃO DE 5 DE ABRIL DO ANO IMEDIATO, NOS TERMOS DO VOTO DO RELATOR. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CÁRMEN LÚCIA E LUIZ FUX. PRESIDÊNCIA DO MINISTRO DIAS TOFFOLI. PLENÁRIO, 10.10.2019.",0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3554,2019-10-10,Sim,0,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA LEI Nº 14.590, DE 22 DE DEZEMBRO DE 2004, DO ESTADO DO PARANÁ, NOS TERMOS DO VOTO DO RELATOR. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CÁRMEN LÚCIA E LUIZ FUX. PRESIDÊNCIA DO MINISTRO DIAS TOFFOLI. PLENÁRIO, 10.10.2019.",0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4846,2019-10-09,Não,0,8,1,Principal,"O TRIBUNAL, POR MAIORIA, CONHECEU DA AÇÃO DIRETA E JULGOU IMPROCEDENTE O PEDIDO, NOS TERMOS DO VOTO DO RELATOR, VENCIDO O MINISTRO MARCO AURÉLIO. FALOU, PELO REQUERENTE, O DR. RODRIGO FRANCISCO DE PAULA, PROCURADOR-GERAL DO ESTADO DO ESPÍRITO SANTO. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CELSO DE MELLO E LUIZ FUX. PRESIDÊNCIA DO MINISTRO DIAS TOFFOLI. PLENÁRIO, 09.10.2019.",0,0,1,1,1,1,1,1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3023,2019-10-04,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PARCIALMENTE PROCEDENTE A AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA EXPRESSÃO ""SOB O REGIME DE CUSTAS PRIVATIZADAS"" CONSTANTE DO CAPUT DOS ARTS. 13, 14, 15, 16, 19 E 20 DA LEI ESTADUAL GAÚCHA 10.720/1996, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 27.9.2019 A 3.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 2177,2019-10-04,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE A AÇÃO DIRETA, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 27.9.2019 A 3.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4504,2019-10-04,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PARCIALMENTE PREJUDICADA A AÇÃO DIRETA E, NA PARTE SUBSISTENTE, JULGOU PARCIALMENTE PROCEDENTE O PEDIDO PARA DECLARAR A INCONSTITUCIONALIDADE DO TERMO ""EXECUTIVO"" E DA EXPRESSÃO ""E JUDICIÁRIO"", CONSTANTES DO § 10 DO ART. 33 DA CONSTITUIÇÃO DO PARANÁ, INSERIDO PELA EMENDA CONSTITUCIONAL Nº 29/2010, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 27.9.2019 A 3.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3539,2019-10-04,Não,0,10,1,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR, COM EFEITOS EX NUNC, A INCONSTITUCIONALIDADE DA LEI Nº 12.300/2005 DO ESTADO DO RIO GRANDE DO SUL, NOS TERMOS DO VOTO DO RELATOR, VENCIDO O MINISTRO MARCO AURÉLIO, QUE DIVERGIA DO RELATOR QUANTO À MODULAÇÃO DOS EFEITOS DA DECISÃO. PLENÁRIO, SESSÃO VIRTUAL DE 27.9.2019 A 3.10.2019.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4174,2019-10-04,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU DA AÇÃO DIRETA E JULGOU IMPROCEDENTE O PEDIDO, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 27.9.2019 A 3.10.2019.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
